trajectoryid sensorid imageid epoch_s image_name x_m y_m z_m rx_rad ry_rad rz_rad
17134 110042 88722009 290191.46 WE1MRDHD.jpg 4071.766 347539.265 8.971 -1.570796 0.000000 2.071667
17134 110043 88722009 290191.46 WE1MRDHD.jpg 4071.766 347539.265 8.971 -1.570796 0.000000 3.642463
17134 110044 88722009 290191.46 WE1MRDHD.jpg 4071.766 347539.265 8.971 -1.570796 0.000000 5.213259
17134 110045 88722009 290191.46 WE1MRDHD.jpg 4071.766 347539.265 8.971 -3.141593 0.000000 0.500871
17134 110040 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 0.000000 0.000000 0.506546
17134 110041 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 -1.570796 0.000000 0.506546
17134 110042 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 -1.570796 0.000000 2.077342
17134 110043 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 -1.570796 0.000000 3.648138
17134 110044 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 -1.570796 0.000000 5.218935
17134 110045 88722010 290191.87 WE1MRDHE.jpg 4073.205 347541.900 8.978 -3.141593 0.000000 0.506546
17134 110040 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 0.000000 0.000000 0.507898
17134 110041 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 -1.570796 0.000000 0.507898
17134 110042 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 -1.570796 0.000000 2.078694
17134 110043 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 -1.570796 0.000000 3.649491
17134 110044 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 -1.570796 0.000000 5.220287
17134 110045 88722011 290192.27 WE1MRDHF.jpg 4074.640 347544.539 8.980 -3.141593 0.000000 0.507898
17134 110040 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 0.000000 0.000000 0.511734
17134 110041 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 -1.570796 0.000000 0.511734
17134 110042 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 -1.570796 0.000000 2.082530
17134 110043 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 -1.570796 0.000000 3.653327
17134 110044 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 -1.570796 0.000000 5.224123
17134 110045 88722012 290192.68 WE1MRDHG.jpg 4076.088 347547.168 8.996 -3.141593 0.000000 0.511734
17134 110040 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 0.000000 0.000000 0.522634
17134 110041 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 -1.570796 0.000000 0.522634
17134 110042 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 -1.570796 0.000000 2.093431
17134 110043 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 -1.570796 0.000000 3.664227
17134 110044 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 -1.570796 0.000000 5.235023
17134 110045 88722013 290193.08 WE1MRDHH.jpg 4077.563 347549.779 9.009 -3.141593 0.000000 0.522634
17134 110040 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 0.000000 0.000000 0.530929
17134 110041 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 -1.570796 0.000000 0.530929
17134 110042 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 -1.570796 0.000000 2.101725
17134 110043 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 -1.570796 0.000000 3.672522
17134 110044 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 -1.570796 0.000000 5.243318
17134 110045 88722014 290193.49 WE1MRDHI.jpg 4079.070 347552.372 9.025 -3.141593 0.000000 0.530929
17134 110040 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 0.000000 0.000000 0.529266
17134 110041 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 -1.570796 0.000000 0.529266
17134 110042 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 -1.570796 0.000000 2.100063
17134 110043 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 -1.570796 0.000000 3.670859
17134 110044 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 -1.570796 0.000000 5.241655
17134 110045 88722015 290193.91 WE1MRDHJ.jpg 4080.570 347554.968 9.037 -3.141593 0.000000 0.529266
17134 110040 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 0.000000 0.000000 0.521677
17134 110041 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 -1.570796 0.000000 0.521677
17134 110042 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 -1.570796 0.000000 2.092473
17134 110043 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 -1.570796 0.000000 3.663270
17134 110044 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 -1.570796 0.000000 5.234066
17134 110045 88722016 290194.33 WE1MRDHK.jpg 4082.073 347557.562 9.050 -3.141593 0.000000 0.521677
17134 110040 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 0.000000 0.000000 0.511276
17134 110041 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 -1.570796 0.000000 0.511276
17134 110042 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 -1.570796 0.000000 2.082073
17134 110043 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 -1.570796 0.000000 3.652869
17134 110044 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 -1.570796 0.000000 5.223665
17134 110045 88722017 290194.77 WE1MRDHL.jpg 4083.530 347560.179 9.059 -3.141593 0.000000 0.511276
17134 110040 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 0.000000 0.000000 0.511064
17134 110041 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 -1.570796 0.000000 0.511064
17134 110042 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 -1.570796 0.000000 2.081860
17134 110043 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 -1.570796 0.000000 3.652657
17134 110044 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 -1.570796 0.000000 5.223453
17134 110045 88722018 290195.22 WE1MRDHM.jpg 4084.970 347562.805 9.060 -3.141593 0.000000 0.511064
17134 110040 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 0.000000 0.000000 0.526819
17134 110041 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 -1.570796 0.000000 0.526819
17134 110042 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 -1.570796 0.000000 2.097615
17134 110043 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 -1.570796 0.000000 3.668412
17134 110044 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 -1.570796 0.000000 5.239208
17134 110045 88722019 290195.69 WE1MRDHN.jpg 4086.443 347565.410 9.063 -3.141593 0.000000 0.526819
17134 110040 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 0.000000 0.000000 0.534933
17134 110041 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 -1.570796 0.000000 0.534933
17134 110042 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 -1.570796 0.000000 2.105730
17134 110043 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 -1.570796 0.000000 3.676526
17134 110044 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 -1.570796 0.000000 5.247322
17134 110045 88722020 290196.18 WE1MRDHO.jpg 4087.956 347567.995 9.065 -3.141593 0.000000 0.534933
17134 110040 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 0.000000 0.000000 0.529784
17134 110041 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 -1.570796 0.000000 0.529784
17134 110042 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 -1.570796 0.000000 2.100581
17134 110043 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 -1.570796 0.000000 3.671377
17134 110044 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 -1.570796 0.000000 5.242173
17134 110045 88722021 290196.7 WE1MRDHP.jpg 4089.462 347570.584 9.070 -3.141593 0.000000 0.529784
17134 110040 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 0.000000 0.000000 0.502469
17134 110041 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 -1.570796 0.000000 0.502469
17134 110042 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 -1.570796 0.000000 2.073265
17134 110043 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 -1.570796 0.000000 3.644061
17134 110044 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 -1.570796 0.000000 5.214858
17134 110045 88722022 290197.22 WE1MRDHQ.jpg 4090.915 347573.203 9.078 -3.141593 0.000000 0.502469
17134 110040 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 0.000000 0.000000 0.478300
17134 110041 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 -1.570796 0.000000 0.478300
17134 110042 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 -1.570796 0.000000 2.049096
17134 110043 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 -1.570796 0.000000 3.619893
17134 110044 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 -1.570796 0.000000 5.190689
17134 110045 88722023 290197.74 WE1MRDHR.jpg 4092.292 347575.865 9.085 -3.141593 0.000000 0.478300
17134 110040 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 0.000000 0.000000 0.471737
17134 110041 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 -1.570796 0.000000 0.471737
17134 110042 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 -1.570796 0.000000 2.042533
17134 110043 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 -1.570796 0.000000 3.613329
17134 110044 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 -1.570796 0.000000 5.184126
17134 110045 88722024 290198.28 WE1MRDHS.jpg 4093.613 347578.555 9.087 -3.141593 0.000000 0.471737
17134 110040 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 0.000000 0.000000 0.499157
17134 110041 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 -1.570796 0.000000 0.499157
17134 110042 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 -1.570796 0.000000 2.069953
17134 110043 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 -1.570796 0.000000 3.640750
17134 110044 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 -1.570796 0.000000 5.211546
17134 110045 88722025 290198.83 WE1MRDHT.jpg 4095.002 347581.209 9.095 -3.141593 0.000000 0.499157
17134 110040 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 0.000000 0.000000 0.525794
17134 110041 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 -1.570796 0.000000 0.525794
17134 110042 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 -1.570796 0.000000 2.096591
17134 110043 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 -1.570796 0.000000 3.667387
17134 110044 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 -1.570796 0.000000 5.238183
17134 110045 88722026 290199.45 WE1MRDHU.jpg 4096.467 347583.813 9.103 -3.141593 0.000000 0.525794
17134 110040 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 0.000000 0.000000 0.529590
17134 110041 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 -1.570796 0.000000 0.529590
17134 110042 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 -1.570796 0.000000 2.100387
17134 110043 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 -1.570796 0.000000 3.671183
17134 110044 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 -1.570796 0.000000 5.241979
17134 110045 88722027 290200.18 WE1MRDHV.jpg 4097.963 347586.396 9.104 -3.141593 0.000000 0.529590
17134 110040 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 0.000000 0.000000 0.527232
17134 110041 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 -1.570796 0.000000 0.527232
17134 110042 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 -1.570796 0.000000 2.098028
17134 110043 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 -1.570796 0.000000 3.668825
17134 110044 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 -1.570796 0.000000 5.239621
17134 110045 88722028 290201.15 WE1MRDHW.jpg 4099.445 347588.977 9.107 -3.141593 0.000000 0.527232
17134 110040 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 0.000000 0.000000 0.524210
17134 110041 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 -1.570796 0.000000 0.524210
17134 110042 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 -1.570796 0.000000 2.095006
17134 110043 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 -1.570796 0.000000 3.665803
17134 110044 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 -1.570796 0.000000 5.236599
17134 110045 88722029 290202.82 WE1MRDHX.jpg 4100.916 347591.576 9.110 -3.141593 0.000000 0.524210
17134 110040 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 0.000000 0.000000 0.540066
17134 110041 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 -1.570796 0.000000 0.540066
17134 110042 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 -1.570796 0.000000 2.110862
17134 110043 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 -1.570796 0.000000 3.681659
17134 110044 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 -1.570796 0.000000 5.252455
17134 110045 88722030 290222.28 WE1MRDHY.jpg 4102.335 347593.997 9.115 -3.141593 0.000000 0.540066
17134 110040 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 0.000000 0.000000 0.636825
17134 110041 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 -1.570796 0.000000 0.636825
17134 110042 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 -1.570796 0.000000 2.207621
17134 110043 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 -1.570796 0.000000 3.778418
17134 110044 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 -1.570796 0.000000 5.349214
17134 110045 88722031 290223.77 WE1MRDHZ.jpg 4104.121 347596.545 9.116 -3.141593 0.000000 0.636825
17134 110040 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 0.000000 0.000000 0.637942
17134 110041 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 -1.570796 0.000000 0.637942
17134 110042 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 -1.570796 0.000000 2.208738
17134 110043 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 -1.570796 0.000000 3.779535
17134 110044 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 -1.570796 0.000000 5.350331
17134 110045 88722032 290224.47 WE1MRDI0.jpg 4105.994 347598.943 9.124 -3.141593 0.000000 0.637942
17134 110040 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 0.000000 0.000000 0.574987
17134 110041 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 -1.570796 0.000000 0.574987
17134 110042 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 -1.570796 0.000000 2.145783
17134 110043 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 -1.570796 0.000000 3.716579
17134 110044 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 -1.570796 0.000000 5.287376
17134 110045 88722033 290225.03 WE1MRDI1.jpg 4107.697 347601.430 9.136 -3.141593 0.000000 0.574987
17134 110040 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 0.000000 0.000000 0.549951
17134 110041 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 -1.570796 0.000000 0.549951
17134 110042 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 -1.570796 0.000000 2.120748
17134 110043 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 -1.570796 0.000000 3.691544
17134 110044 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 -1.570796 0.000000 5.262340
17134 110045 88722034 290225.52 WE1MRDI2.jpg 4109.281 347603.993 9.133 -3.141593 0.000000 0.549951
17134 110040 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 0.000000 0.000000 0.540690
17134 110041 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 -1.570796 0.000000 0.540690
17134 110042 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 -1.570796 0.000000 2.111487
17134 110043 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 -1.570796 0.000000 3.682283
17134 110044 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 -1.570796 0.000000 5.253079
17134 110045 88722035 290225.97 WE1MRDI3.jpg 4110.836 347606.578 9.133 -3.141593 0.000000 0.540690
17134 110040 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 0.000000 0.000000 0.537490
17134 110041 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 -1.570796 0.000000 0.537490
17134 110042 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 -1.570796 0.000000 2.108286
17134 110043 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 -1.570796 0.000000 3.679083
17134 110044 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 -1.570796 0.000000 5.249879
17134 110045 88722036 290226.4 WE1MRDI4.jpg 4112.363 347609.167 9.122 -3.141593 0.000000 0.537490
17134 110040 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 0.000000 0.000000 0.532434
17134 110041 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 -1.570796 0.000000 0.532434
17134 110042 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 -1.570796 0.000000 2.103231
17134 110043 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 -1.570796 0.000000 3.674027
17134 110044 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 -1.570796 0.000000 5.244823
17134 110045 88722037 290226.81 WE1MRDI5.jpg 4113.871 347611.763 9.151 -3.141593 0.000000 0.532434
